Mã khách hàng,Tuổi khách hàng,Thu nhập hàng năm (VND),Tình trạng sở hữu nhà,Thâm niên làm việc (năm),Mục đích khoản vay,Hạng tín dụng khoản vay,Số tiền vay đề nghị (VND),Lãi suất khoản vay (%),"Trạng thái trả nợ (0 = không vỡ nợ, 1 = vỡ nợ)",Tỷ lệ thu nhập dành cho trả nợ,Từng vỡ nợ trong hồ sơ tín dụng (Có/Không),Thời gian lịch sử tín dụng (năm),Giới tính,Tình trạng hôn nhân,Trình độ học vấn,Quốc gia cư trú,Tỉnh/Bang cư trú,Thành phố cư trú,Vĩ độ thành phố,Kinh độ thành phố,Loại hình việc làm,Thời hạn khoản vay (tháng),Tỷ lệ khoản vay trên thu nhập,Khoản nợ khác (VND),Tỷ lệ tổng nợ trên thu nhập,Số tài khoản tín dụng đang mở,Tỷ lệ sử dụng tín dụng,Số lần quá hạn trong quá khứ
CUST_05801,26,1220193468.0,3,4,1,3,156435060.0,14.91,0,0.13,1,2,1,3,3,1,7,5,29.7604,-95.3698,2,36,0.1282051282051282,170133802.8655756,0.2676369538355663,1,0.6583184128183154,0
CUST_29142,43,1929365740.0,2,2,3,4,797818806.0,18.79,1,0.41,1,17,0,3,0,1,7,2,32.7767,-96.797,3,60,0.4135135135135135,281184923.5151606,0.5592530784314437,7,0.8780904889158453,2
CUST_25513,33,1955438250.0,2,0,5,0,312870120.0,7.88,0,0.16,1,10,0,1,3,1,7,2,32.7767,-96.797,2,36,0.16,500521328.2567418,0.4159637606847171,13,0.7770656014727284,0
CUST_06308,23,886465340.0,2,2,3,3,156435060.0,14.09,1,0.18,0,4,1,3,0,0,0,16,49.2827,-123.1207,2,12,0.1764705882352941,226522367.7138603,0.4320049644736932,7,0.4599847529430665,0
CUST_02246,26,730030280.0,2,10,5,3,338942630.0,16.29,1,0.46,0,3,1,3,2,2,6,4,55.8642,-4.2518,2,36,0.4642857142857143,73818225.07209007,0.565402376285118,14,0.6735742037899562,0
CUST_00938,22,625740240.0,3,5,2,0,130362550.0,7.9,0,0.21,1,2,0,3,3,2,6,4,55.8642,-4.2518,2,36,0.2083333333333333,126731679.7637224,0.4108641467004301,6,0.8814249479301,0
CUST_05773,23,1211068089.5,3,6,2,0,260725100.0,5.42,0,0.22,1,2,0,3,3,0,4,11,45.4215,-75.6972,2,24,0.2152852529601722,336313807.7018908,0.4929854174824997,11,0.7887031228457967,0
CUST_06094,24,1251480480.0,1,2,2,2,391087650.0,13.06,0,0.31,1,4,1,1,0,2,2,6,51.5074,-0.1278,2,60,0.3125,134097350.3781158,0.4196509724051914,2,0.5457028760118845,0
CUST_20237,27,1277448699.96,2,2,3,0,104290040.0,9.32,0,0.08,1,9,0,3,1,2,6,4,55.8642,-4.2518,2,60,0.0816393174953057,73769656.10539123,0.1393869641191593,7,0.7911758873876876,1
CUST_19104,28,782175300.0,3,3,5,2,156435060.0,13.98,0,0.2,0,8,0,1,3,1,7,2,32.7767,-96.797,3,24,0.2,222575084.798956,0.4845590813196938,6,0.6589514305306394,2
CUST_12910,24,1903293230.0,3,8,1,2,243126155.75,12.53,1,0.13,1,2,1,1,0,0,4,15,43.6532,-79.3832,0,36,0.1277397260273972,502893876.8606657,0.3919627416583968,15,0.5609842551564083,0
CUST_09845,24,1001184384.0,2,6,3,0,234652590.0,7.9,0,0.23,1,2,0,1,1,0,0,17,48.4284,-123.3656,2,60,0.234375,87327557.1818875,0.3215992501755675,10,0.1490232017928283,1
CUST_27946,32,1303729790.04,2,5,2,3,57359522.0,15.65,0,0.04,0,9,1,3,1,2,2,6,51.5074,-0.1278,2,24,0.0439964802815774,369696853.5257369,0.3275650972987541,1,0.2678067113338831,0
CUST_23798,31,1699927652.0,3,7,0,0,182507570.0,8.0,0,0.11,1,8,0,3,1,1,7,2,32.7767,-96.797,0,12,0.107361963190184,237721231.6351984,0.2472039331443256,1,0.6110966707809344,1
CUST_19750,30,782175300.0,3,5,0,2,28679761.0,14.65,1,0.04,1,10,0,2,0,2,2,6,51.5074,-0.1278,2,36,0.0366666666666666,138688944.8537908,0.2139785107683544,11,0.785660239746377,1
CUST_03767,21,730030280.0,2,2,2,2,104290040.0,15.23,0,0.14,1,2,0,0,1,2,2,6,51.5074,-0.1278,3,36,0.1428571428571428,53381417.15707444,0.2159793387708171,10,0.4639009273993585,0
CUST_28106,27,4953776900.0,2,5,4,0,573595220.0,6.91,0,0.12,1,8,0,3,0,2,6,4,55.8642,-4.2518,2,60,0.1157894736842105,290168786.136719,0.174364736961957,10,0.4433976903028517,0
CUST_04965,22,1121117930.0,3,6,2,1,234652590.0,11.71,0,0.21,1,4,0,1,3,2,6,3,55.9533,-3.1883,2,12,0.2093023255813953,299383981.5936496,0.4763429049731187,15,0.8800330513184512,1
CUST_01675,23,1173262950.0,2,2,3,2,44323267.0,14.72,0,0.04,1,2,0,1,1,1,1,13,37.7749,-122.4194,0,36,0.0377777777777777,133647400.9475021,0.1516886457102409,9,0.0697811544708924,0
CUST_19568,27,1564350600.0,2,9,4,1,78217530.0,11.71,0,0.05,1,6,0,1,0,0,5,9,45.5017,-73.5673,2,36,0.05,440253439.5415136,0.3314288814422507,4,0.4306778948545259,1
CUST_29625,39,1303625500.0,2,8,0,1,312870120.0,11.71,0,0.24,1,15,1,1,1,1,7,5,29.7604,-95.3698,2,12,0.24,198174615.6017488,0.3920180570276884,12,0.4159579993480142,1
CUST_10871,26,1825075700.0,3,3,2,2,91253785.0,14.35,0,0.05,1,3,1,1,2,0,4,11,45.4215,-75.6972,2,60,0.05,368882566.7310113,0.2521190500377663,9,0.628124560259953,1
CUST_09976,24,1433988050.0,2,2,1,2,234652590.0,14.72,0,0.16,0,2,0,3,0,2,2,6,51.5074,-0.1278,0,60,0.1636363636363636,84378387.2852715,0.2224781282419135,1,0.7113448649764181,0
CUST_28677,30,281583108.0,1,4,0,1,62574023.99999999,9.99,1,0.22,1,7,0,1,3,0,4,11,45.4215,-75.6972,2,36,0.2222222222222222,72065378.83302051,0.4781515616803992,9,0.7397716784698584,0
CUST_08589,22,1381843030.0,3,6,2,2,651812750.0,13.8,1,0.47,1,3,0,1,3,1,3,0,42.8864,-78.8784,2,36,0.4716981132075472,126938703.9235585,0.5635599970595492,14,0.1817388076929709,0
CUST_15480,24,3337281280.0,3,7,3,3,469305180.0,17.27,1,0.14,0,2,0,0,0,2,6,3,55.9533,-3.1883,2,36,0.140625,214759795.2614057,0.2049767214291885,15,0.4979595579594889,0
CUST_24148,32,1825075700.0,3,3,4,0,104290040.0,5.79,0,0.06,1,5,1,1,2,1,3,0,42.8864,-78.8784,3,36,0.0571428571428571,209406824.0747015,0.1718815630906167,13,0.3181613496910261,0
CUST_12607,22,990859670.04,1,0,4,3,78217530.0,12.92,0,0.08,0,3,1,1,3,0,5,9,45.5017,-73.5673,3,60,0.0789390590464161,126830279.0561264,0.2069393025632467,8,0.4708559269358172,2
CUST_14007,26,2607251000.0,3,7,4,0,239867092.0,6.03,0,0.09,1,3,0,1,0,0,5,12,46.8139,-71.208,2,36,0.092,356363915.1987416,0.2286818596286823,6,0.2567183317615056,0
CUST_12031,23,2046692035.0,3,7,3,0,125148048.0,7.14,0,0.06,1,4,1,0,0,1,3,0,42.8864,-78.8784,2,24,0.0611464968152866,440117641.5289221,0.2761850243526854,8,0.7989147765643251,0
CUST_22945,28,1564350600.0,3,12,2,0,338942630.0,8.9,0,0.22,1,10,1,3,1,0,0,16,49.2827,-123.1207,2,36,0.2166666666666666,342660682.1142965,0.435710071715571,14,0.6258216005791164,0
CUST_26229,28,2581178490.0,1,11,1,0,208580080.0,10.99,0,0.08,1,7,1,3,3,1,7,2,32.7767,-96.797,3,24,0.0808080808080808,152492360.8953591,0.1398866611876031,9,0.5862016677519032,2
CUST_04019,23,1520548783.2,2,4,5,1,104290040.0,10.37,0,0.07,1,2,1,0,3,2,6,4,55.8642,-4.2518,0,24,0.0685871056241426,205883970.2419076,0.2039882006213213,11,0.3577821029283403,0
CUST_27716,30,4249819130.0,3,15,0,1,91253785.0,10.65,1,0.02,1,8,1,3,0,2,2,6,51.5074,-0.1278,0,60,0.0214723926380368,421519731.8545822,0.1206577271100434,15,0.3840316901810613,0
CUST_29930,43,938610360.0,3,4,1,0,104290040.0,6.62,1,0.11,1,16,0,2,3,0,5,9,45.5017,-73.5673,2,36,0.1111111111111111,259508778.2308646,0.3875930138155141,9,0.5547012732716079,1
CUST_12967,25,2152546425.6,2,1,2,1,312870120.0,10.99,0,0.15,1,3,0,3,0,1,3,0,42.8864,-78.8784,2,36,0.1453488372093023,251858762.6090079,0.2623538688377397,14,0.4544846085970879,1
CUST_22334,29,1410496718.49,3,2,3,1,547522710.0,9.96,0,0.39,1,6,0,3,0,0,4,15,43.6532,-79.3832,3,12,0.3881772306327289,181596901.639348,0.5169240042046346,14,0.0733197361065006,0
CUST_17550,22,1564350600.0,2,0,2,0,157086872.75,10.99,0,0.1,1,4,0,3,2,0,4,15,43.6532,-79.3832,0,36,0.1004166666666666,245646383.6263087,0.2574443710868322,2,0.6869708080159546,1
CUST_12395,23,2090911011.96,1,2,4,1,782175300.0,9.91,0,0.37,1,3,0,2,3,2,8,1,51.4816,-3.1791,0,60,0.3740834954361813,365817332.4632676,0.5490394502189504,8,0.91658255478175,0
CUST_02763,25,1433988050.0,2,9,2,1,312870120.0,10.65,0,0.22,1,3,0,3,1,0,5,12,46.8139,-71.208,3,60,0.2181818181818181,236835969.9063942,0.3833407746364373,2,0.9148301132887782,1
CUST_14780,23,2998338650.0,1,7,2,2,130362550.0,14.27,0,0.04,1,4,1,3,0,1,3,0,42.8864,-78.8784,2,36,0.0434782608695652,691777474.5070819,0.2741985214068737,10,0.1904544558084763,0
CUST_17163,24,2529033470.0,3,3,2,2,166864064.0,15.96,0,0.07,1,3,1,3,1,2,2,6,51.5074,-0.1278,3,36,0.0659793814432989,700785989.5030708,0.3430757496076439,12,0.2411705685078519,2
CUST_09870,24,1694713150.0,3,2,0,1,208580080.0,12.69,0,0.12,1,2,1,0,0,0,5,12,46.8139,-71.208,2,60,0.123076923076923,424770418.1134634,0.373721356982132,15,0.7525919287513698,0
CUST_24257,33,1828100111.16,3,4,0,1,130362550.0,11.71,0,0.07,1,6,1,3,3,1,1,7,34.0522,-118.2437,2,36,0.0713103999087226,314028643.8704512,0.2430890907765811,3,0.6676433426421002,1
CUST_09683,26,1647261181.8,1,4,1,2,151872370.75,13.43,0,0.09,0,2,1,1,1,0,0,17,48.4284,-123.3656,2,60,0.0921968977524533,471805171.7010917,0.3786148482959971,4,0.4066602489226008,3
CUST_28577,29,1952100968.72,2,4,0,0,391087650.0,7.88,0,0.2,1,5,0,0,3,1,3,0,42.8864,-78.8784,2,36,0.2003419168714606,550156787.1526625,0.4821699554659,6,0.4493600788198602,1
CUST_01452,23,703957770.0,1,4,2,1,130362550.0,10.65,0,0.19,1,4,0,3,1,1,3,0,42.8864,-78.8784,2,36,0.1851851851851851,195046990.4387166,0.4622571897156794,7,0.1088366672749064,1
CUST_02101,22,710710550.0899999,2,1,2,1,62574023.99999999,10.59,0,0.09,1,2,0,3,0,2,6,3,55.9533,-3.1883,2,12,0.0880443156388715,185146420.8900967,0.3485532117944878,7,0.7210258294055435,0
CUST_04495,25,1277552990.0,2,3,5,3,125148048.0,14.96,1,0.1,0,2,0,2,3,2,8,1,51.4816,-3.1791,0,60,0.0979591836734693,117680441.096397,0.1900731249483413,6,0.8023704900276758,0
CUST_27844,34,7170044540.04,3,2,4,3,651812750.0,16.32,0,0.09,0,9,0,0,1,2,6,3,55.9533,-3.1883,3,36,0.0909077686142747,407792442.6019735,0.1477822329672811,6,0.6471450288259175,0
CUST_27047,30,1001184384.0,2,6,3,2,41716016.0,13.49,0,0.04,1,10,1,2,1,0,4,11,45.4215,-75.6972,3,36,0.0416666666666666,249013020.6932235,0.2903851092160298,1,0.6509441764655266,0
CUST_21377,35,1042900400.0,2,0,5,1,146006056.0,9.76,0,0.14,1,6,1,3,3,0,0,16,49.2827,-123.1207,0,12,0.14,106622692.3824562,0.2422366971788065,5,0.8597221853655201,0
CUST_23162,29,1955438250.0,2,3,1,1,135577052.0,10.75,0,0.07,1,8,1,3,3,0,0,16,49.2827,-123.1207,0,24,0.0693333333333333,266629943.9391002,0.2056863702748476,4,0.5242204374871179,1
CUST_22482,32,1433988050.0,3,16,0,2,182507570.0,13.48,0,0.13,0,8,1,1,0,0,4,11,45.4215,-75.6972,3,36,0.1272727272727272,108094408.4986905,0.2026529987461824,7,0.0927566818583053,0
CUST_29177,41,1277552990.0,2,4,1,4,651812750.0,17.04,1,0.51,1,13,1,3,0,0,5,12,46.8139,-71.208,2,60,0.5102040816326531,247255825.5817555,0.7037426882635651,5,0.5112855227622707,0
CUST_06795,22,1303625500.0,1,3,2,0,156435060.0,8.94,0,0.12,1,2,0,2,1,2,6,4,55.8642,-4.2518,2,24,0.12,316364802.242268,0.3626807409353897,7,0.2253333631655277,0
CUST_02652,24,1042900400.0,2,4,2,3,78217530.0,17.27,1,0.07,1,2,1,2,3,0,0,16,49.2827,-123.1207,2,12,0.075,169722760.9636888,0.2377411025671184,10,0.2765309851398581,1
CUST_03072,24,912642140.04,1,8,3,3,208580080.0,14.96,0,0.23,1,4,0,1,1,1,1,7,34.0522,-118.2437,2,12,0.2285453091075305,90886798.40947634,0.3281317673939,8,0.0796159324018951,0
CUST_17043,24,1303625500.0,3,2,1,0,182507570.0,5.42,0,0.14,1,3,0,1,0,0,5,9,45.5017,-73.5673,2,12,0.14,68821420.27519034,0.1927923243870194,6,0.6637805074289629,1
CUST_05615,23,1639960879.0,2,7,5,3,130362550.0,14.84,1,0.07,1,4,1,3,1,0,4,15,43.6532,-79.3832,3,60,0.0794912559618442,364227731.515989,0.3015866340772566,10,0.6190930402909147,1
CUST_09967,22,1538278090.0,3,7,1,3,127755299.0,15.62,1,0.08,0,4,0,3,0,2,6,4,55.8642,-4.2518,2,36,0.0830508474576271,140587748.1635996,0.1744437815945227,6,0.6084659615812945,0
CUST_10173,24,1698832606.58,3,9,4,1,469305180.0,10.25,0,0.28,1,4,0,2,3,1,1,13,37.7749,-122.4194,0,24,0.2762515730992357,321778433.0112392,0.465663073540722,2,0.228635410868323,0
CUST_13226,22,922966854.0,1,6,2,0,208580080.0,6.03,0,0.23,1,2,0,3,1,1,7,2,32.7767,-96.797,1,12,0.2259887005649717,164300884.9364484,0.4040025525515225,10,0.3912894238425868,0
CUST_07824,22,1433988050.0,3,5,2,3,289404861.0,16.77,0,0.2,1,2,1,3,0,2,8,1,51.4816,-3.1791,2,24,0.2018181818181818,403771498.2510656,0.4833906107174781,13,0.7578436767940665,1
CUST_16552,23,1173262950.0,2,2,4,1,378051395.0,10.36,1,0.32,1,4,1,1,1,2,6,3,55.9533,-3.1883,2,60,0.3222222222222222,282448190.548209,0.5629595527142566,2,0.5355608457624934,1
CUST_05156,24,1147190440.0,1,8,4,0,378051395.0,7.29,0,0.33,1,2,1,3,3,0,5,9,45.5017,-73.5673,0,36,0.3295454545454545,241332362.0170145,0.5399136319659484,3,0.6012185091547585,0
CUST_08270,23,1486028779.96,1,2,4,0,249644283.25,9.63,0,0.17,1,4,1,1,0,1,1,13,37.7749,-122.4194,2,36,0.1679942452101901,282072668.9209628,0.3578106691751119,4,0.7629381373176684,0
CUST_25964,27,1407915540.0,2,1,1,5,332424502.5,10.99,1,0.24,0,7,0,1,0,0,4,15,43.6532,-79.3832,2,24,0.2361111111111111,260577858.2293558,0.421191714901702,9,0.8629302407002206,0
CUST_08094,21,1439202552.0,3,5,4,0,232045339.0,6.17,0,0.16,1,2,0,3,3,2,2,6,51.5074,-0.1278,3,36,0.161231884057971,202106353.707369,0.3016612860393045,11,0.8015792450106228,0
CUST_08641,24,750888288.0,2,5,5,0,208580080.0,10.99,0,0.28,1,2,1,3,1,0,5,12,46.8139,-71.208,0,12,0.2777777777777778,195312040.0858596,0.5378857634890419,15,0.8216928493033224,1
CUST_17787,25,1825075700.0,3,9,2,1,417160160.0,12.18,0,0.23,1,4,1,1,1,2,6,4,55.8642,-4.2518,2,12,0.2285714285714285,106830767.9649198,0.2871064076766349,9,0.6193043347452941,1
CUST_18577,28,625740240.0,3,2,2,0,39108765.0,7.14,0,0.06,1,10,0,3,3,1,7,2,32.7767,-96.797,2,36,0.0625,133049189.6276934,0.2751268715396879,1,0.5671479491654605,1
CUST_17789,21,1890256975.0,2,3,2,2,365015140.0,13.49,0,0.19,0,3,0,1,0,2,2,6,51.5074,-0.1278,2,36,0.193103448275862,357631037.0557203,0.3823004949132486,8,0.6746120937601444,0
CUST_04366,21,573595220.0,2,1,5,0,125148048.0,7.88,0,0.22,1,2,1,3,3,2,8,14,51.6214,-3.9436,2,60,0.2181818181818181,155248578.6298211,0.488840591506012,15,0.7335691794450776,1
CUST_28955,27,1163876846.4,2,0,0,1,333728128.0,11.83,0,0.29,1,8,0,3,0,2,2,8,53.4808,-2.2426,3,24,0.2867383512544803,311745210.9679854,0.5545890366016868,11,0.1256997647536719,0
CUST_18242,29,1877220720.0,2,4,2,0,625740240.0,7.66,1,0.33,1,6,0,3,0,1,3,0,42.8864,-78.8784,0,24,0.3333333333333333,272881860.8589309,0.4786981580189094,1,0.0925277377124528,0
CUST_25040,34,2085800800.0,3,4,1,1,286797610.0,10.99,0,0.14,1,6,1,3,1,1,1,13,37.7749,-122.4194,1,24,0.1375,269242354.2389994,0.2665834456670068,13,0.8796310093674997,0
CUST_05605,24,2041477533.0,2,0,1,0,130362550.0,7.74,0,0.06,1,3,0,3,1,0,4,11,45.4215,-75.6972,3,24,0.0638569604086845,445830761.7828767,0.282243278443602,4,0.6522151665633624,0
CUST_05729,25,688314264.0,2,5,2,0,138184303.0,8.49,0,0.2,1,3,1,2,0,1,1,13,37.7749,-122.4194,2,36,0.2007575757575757,39871669.33814899,0.2586841238817463,2,0.4532108078654156,0
CUST_12842,24,2216163350.0,3,1,3,0,312870120.0,7.88,0,0.14,1,3,0,3,0,1,3,0,42.8864,-78.8784,0,12,0.1411764705882353,239685308.0260686,0.2493297382731596,14,0.0843991827523464,1
CUST_24803,34,2216163350.0,2,3,1,2,260725100.0,12.87,0,0.12,1,7,1,1,1,0,0,16,49.2827,-123.1207,1,60,0.1176470588235294,213438995.0197027,0.213957195447575,1,0.8519505688441106,0
CUST_25911,28,2398670920.0,3,5,4,0,156435060.0,6.76,0,0.07,1,9,0,3,3,2,8,1,51.4816,-3.1791,3,60,0.0652173913043478,331680454.3608716,0.2034941559890472,7,0.938729683767634,1
CUST_08853,25,1108081675.0,2,1,0,2,208580080.0,10.99,0,0.19,0,4,0,3,3,1,1,7,34.0522,-118.2437,2,24,0.188235294117647,185648570.2603935,0.3557758052991838,5,0.3032535383711454,0
CUST_08630,22,1553921596.0,3,6,0,0,156435060.0,5.42,0,0.1,1,3,0,3,3,2,2,8,53.4808,-2.2426,1,36,0.1006711409395973,225700181.1596167,0.2459166808307983,4,0.9363659179041118,2
CUST_28806,29,469305180.0,2,4,3,1,166864064.0,10.37,1,0.36,1,6,1,3,0,1,3,10,40.7128,-74.006,3,36,0.3555555555555555,61003233.90540802,0.4855418342184248,14,0.4901394031250853,0
CUST_18188,30,4432326700.0,2,14,1,3,651812750.0,15.21,0,0.15,1,5,1,3,0,2,6,4,55.8642,-4.2518,2,36,0.1470588235294117,994145554.7314932,0.3713531100339452,2,0.1821723683970167,0
CUST_30567,44,730030280.0,2,15,2,0,208580080.0,7.49,0,0.29,1,11,1,3,3,2,8,1,51.4816,-3.1791,2,24,0.2857142857142857,155231494.0006723,0.4983513478381639,13,0.8332604546582315,0
CUST_26879,28,3024411160.0,3,12,4,0,365015140.0,7.51,0,0.12,1,6,0,1,3,2,2,6,51.5074,-0.1278,0,36,0.1206896551724138,225551629.7658727,0.1952666944152767,9,0.0753135678638046,0
CUST_27144,31,625740240.0,2,0,1,1,39108765.0,11.86,1,0.06,1,10,0,2,0,1,1,13,37.7749,-122.4194,3,36,0.0625,110562977.9166148,0.2391914940880496,1,0.5184321858423457,0
CUST_30777,43,1694713150.0,3,27,4,0,156435060.0,7.49,0,0.09,1,17,1,3,0,0,0,17,48.4284,-123.3656,2,36,0.0923076923076923,397687324.6789144,0.3269711954963672,1,0.1767151062616105,0
CUST_13560,22,1929365740.0,2,6,0,1,328513626.0,10.65,0,0.17,1,3,1,2,1,0,5,12,46.8139,-71.208,2,24,0.1702702702702702,444212154.8265218,0.4005076719287665,14,0.2515171281110205,1
CUST_11520,22,1799003190.0,3,6,3,3,260725100.0,15.62,1,0.14,0,2,1,3,1,1,1,13,37.7749,-122.4194,2,36,0.144927536231884,296606085.1466578,0.3097999982682953,4,0.7229512459946403,0
CUST_13192,24,2346525900.0,3,7,2,1,912537850.0,10.65,0,0.39,1,3,1,2,3,1,3,10,40.7128,-74.006,2,24,0.3888888888888889,660280872.6976668,0.6702754581561052,5,0.7534364135104332,0
CUST_30778,40,1171698599.4,2,2,2,0,234652590.0,8.94,0,0.2,1,13,1,2,1,2,6,4,55.8642,-4.2518,3,24,0.2002670226969292,173588714.4351121,0.348418360015249,13,0.6913620440993892,0
CUST_02458,25,959468368.0,2,1,5,2,74958466.25,11.28,0,0.08,0,4,1,2,0,2,2,6,51.5074,-0.1278,0,24,0.078125,168388252.323819,0.2536266193757614,5,0.1088916935266311,0
CUST_30241,41,1303625500.0,2,0,0,1,156435060.0,8.88,0,0.12,1,17,1,3,1,2,6,4,55.8642,-4.2518,2,12,0.12,182010551.4863762,0.2596187413381958,11,0.5885046206122175,2
CUST_15681,25,4004737536.0,3,1,3,0,469305180.0,6.99,0,0.12,1,2,1,3,0,0,0,17,48.4284,-123.3656,0,36,0.1171875,396236252.2728143,0.2161293778910994,8,0.0632867052680677,0
CUST_20567,32,1079401914.0,1,4,0,0,273761355.0,6.62,0,0.25,1,9,1,3,3,2,8,14,51.6214,-3.9436,2,60,0.2536231884057971,79876178.83646736,0.3276235934453488,4,0.5791135626592693,0
CUST_09729,26,1668640640.0,3,3,2,1,312870120.0,11.71,0,0.19,1,3,0,1,1,2,2,8,53.4808,-2.2426,2,36,0.1875,335442749.4032536,0.3885275558212783,10,0.6523173891985077,2
CUST_04485,22,909930599.0,3,4,3,3,93861036.0,15.7,1,0.1,1,4,1,1,3,1,3,0,42.8864,-78.8784,2,24,0.1031518624641833,223639919.6780126,0.3489287600910897,5,0.7522227327333245,0
CUST_13020,23,2216163350.0,2,2,4,2,312870120.0,13.16,0,0.14,0,4,1,3,1,1,3,10,40.7128,-74.006,2,24,0.1411764705882353,508140937.7983211,0.3704650461791641,1,0.2443276442233397,3
CUST_22428,29,1225407970.0,2,2,2,1,182507570.0,10.36,0,0.15,1,7,0,3,3,1,1,13,37.7749,-122.4194,2,36,0.1489361702127659,91757235.92807251,0.2238150988426103,7,0.6926594326579727,0
CUST_19662,28,860392830.0,2,0,4,3,83432032.0,14.42,1,0.1,0,6,0,1,0,2,2,8,53.4808,-2.2426,3,12,0.0969696969696969,196945695.3903759,0.3258717618443843,15,0.620475712511285,0
CUST_09213,26,547522710.0,2,3,0,0,130362550.0,6.99,0,0.24,1,3,0,0,1,0,4,15,43.6532,-79.3832,2,24,0.238095238095238,132069338.6119258,0.4793077690091171,13,0.8124899865479754,0
CUST_18423,28,2216059059.96,2,12,1,2,521450199.9999999,13.92,0,0.24,1,9,0,0,0,1,7,2,32.7767,-96.797,1,12,0.2353051908325097,159148307.654479,0.3071211051869547,8,0.2399188120405125,1
CUST_19509,28,1355770520.0,2,12,2,1,312870120.0,10.99,0,0.23,1,8,1,3,3,1,7,5,29.7604,-95.3698,2,60,0.2307692307692307,321638831.5281363,0.4680061575082309,5,0.282914275649323,0
CUST_18103,28,391087650.0,1,2,0,1,114067231.25,12.42,1,0.29,1,9,1,3,3,0,0,17,48.4284,-123.3656,2,12,0.2916666666666667,115211331.6470155,0.5862587655146245,8,0.1447420191083884,0
CUST_18160,29,2946193630.0,2,1,2,3,651812750.0,15.31,1,0.22,1,6,0,3,0,2,6,3,55.9533,-3.1883,2,60,0.2212389380530973,709970522.0035827,0.4622178454725606,11,0.6533746778895089,0
CUST_02387,23,1352459311.23,2,2,4,0,65181274.99999999,10.99,0,0.05,1,3,0,2,0,2,6,3,55.9533,-3.1883,2,60,0.048194629190523,95708166.23057961,0.1189606518249026,9,0.51748724418203,0
CUST_11615,22,1955438250.0,3,6,3,0,469305180.0,5.79,0,0.24,1,2,0,1,3,0,0,16,49.2827,-123.1207,2,36,0.24,209258875.7138803,0.3470137989342697,12,0.792094131604961,2
CUST_26642,34,2847118092.0,3,18,4,2,156435060.0,12.23,0,0.05,0,9,1,3,3,2,2,6,51.5074,-0.1278,2,36,0.0549450549450549,690556549.5215482,0.2974908599335851,6,0.4522316254974755,0
CUST_10987,22,938610360.0,2,4,5,1,109504542.0,9.91,1,0.12,1,2,1,3,0,1,7,5,29.7604,-95.3698,2,36,0.1166666666666666,146944924.6649049,0.2732224974215124,10,0.5240169049944209,0
CUST_01222,25,990755379.9999999,2,8,5,2,417160160.0,12.87,1,0.42,0,3,1,1,0,2,8,14,51.6214,-3.9436,2,24,0.4210526315789473,71758407.32702129,0.4934806080255868,14,0.2972013747377878,1
CUST_01955,23,2346525900.0,2,0,0,0,52145020.0,7.88,0,0.02,1,3,0,1,3,2,2,8,53.4808,-2.2426,2,60,0.0222222222222222,285466375.7223268,0.1438771230789853,5,0.3535035307556405,0
CUST_08208,25,733367561.28,2,2,2,3,195543825.0,15.33,1,0.27,0,3,0,1,0,2,6,3,55.9533,-3.1883,0,36,0.2666382252559727,49856508.92177507,0.3346212007161319,1,0.2716123900888032,0
CUST_27905,29,1199335460.0,3,3,0,1,156435060.0,11.49,0,0.13,1,8,0,3,3,2,6,4,55.8642,-4.2518,2,36,0.1304347826086956,246577724.3150032,0.3360300747840836,13,0.2993736792777193,2
CUST_00648,26,521554490.04,3,4,1,1,93861036.0,10.99,0,0.18,1,2,1,2,0,0,5,9,45.5017,-73.5673,2,12,0.1799640071985603,125905568.8089962,0.4213684456865503,3,0.5689323685133344,0
CUST_00202,24,375444144.0,1,5,0,0,156435060.0,7.49,1,0.42,1,3,1,1,3,1,3,10,40.7128,-74.006,2,36,0.4166666666666667,65386274.77514213,0.5908237971482174,15,0.4383519243633859,1
CUST_12285,24,1042900400.0,1,7,2,2,52145020.0,12.53,0,0.05,1,4,0,1,3,2,2,8,53.4808,-2.2426,2,24,0.05,238928286.3310651,0.2790998127252277,7,0.1660229579869867,1
CUST_03847,25,891679842.0,2,1,2,1,104290040.0,10.99,0,0.12,1,2,0,3,1,0,4,11,45.4215,-75.6972,2,60,0.1169590643274853,128577642.0166451,0.2611561583520076,12,0.6337465242156667,0
CUST_25196,31,938610360.0,2,4,2,1,312870120.0,10.36,1,0.33,1,8,0,2,1,0,5,12,46.8139,-71.208,2,60,0.3333333333333333,241774656.2353193,0.5909212170163126,6,0.8077852778601529,0
CUST_11869,24,2450815940.0,2,8,1,4,260725100.0,18.64,0,0.11,1,2,1,2,1,1,7,5,29.7604,-95.3698,3,36,0.1063829787234042,415244888.2463976,0.275814261370602,12,0.5976549711310615,0
CUST_02075,26,782175300.0,3,3,1,1,391087650.0,10.62,0,0.5,1,2,0,3,1,0,4,15,43.6532,-79.3832,2,24,0.5,208360554.2929799,0.7663860061714808,7,0.6116756930915439,0
CUST_15170,24,3259063750.0,1,3,1,1,730030280.0,9.91,0,0.22,1,3,0,3,3,2,8,14,51.6214,-3.9436,1,36,0.224,717634574.62006,0.4441965440596428,4,0.7847879330614929,1
