Lãi suất khoản vay (%),Tỷ lệ khoản vay trên thu nhập,Tỷ lệ tổng nợ trên thu nhập,Thu nhập hàng năm (VND),Tình trạng sở hữu nhà,Từng vỡ nợ trong hồ sơ tín dụng (Có/Không),Số tiền vay đề nghị (VND),Mục đích khoản vay,"Trạng thái trả nợ (0 = không vỡ nợ, 1 = vỡ nợ)"
10.99,0.1578947368421052,0.4490096096099267,1981510760.0,3,0,312870120.0,4,1
10.99,0.3128911138923654,0.5851622177946668,1249916129.4,3,1,391087650.0,3,0
7.51,0.1555555555555555,0.2455294303948796,1173262950.0,2,1,182507570.0,4,0
13.49,0.3732356134636265,0.6351324434661118,768409014.7199999,2,1,286797610.0,3,1
13.72,0.4761904761904761,0.6066901237459625,547522710.0,2,0,260725100.0,2,1
11.48,0.1071428571428571,0.3047012183839709,1095045420.0,3,1,117326295.0,4,0
10.99,0.3125,0.5714019831809544,750888288.0,2,1,234652590.0,5,1
7.49,0.2472527472527472,0.4103077517003595,949039364.0,2,1,234652590.0,2,0
11.12,0.0746268656716417,0.1292953977080998,5240574510.0,3,1,391087650.0,1,0
7.49,0.1748601119104716,0.2372695708186271,260933680.08,2,1,45626892.5,4,1
10.99,0.5555555555555556,0.7609918856273843,938610360.0,2,0,521450199.9999999,5,1
12.42,0.1818181818181818,0.2387049765612463,1433988050.0,2,1,260725100.0,5,0
10.99,0.1454545454545454,0.1972135572634591,2867976100.0,2,0,417160160.0,1,0
10.37,0.2,0.2729285184251511,782175300.0,2,1,156435060.0,5,1
5.42,0.0625062506250625,0.2689940213189019,1042796109.96,3,1,65181274.99999999,1,0
12.68,0.0391304347826087,0.2504060186250725,2998338650.0,3,1,117326295.0,0,0
6.54,0.3596982423393996,0.5269585028091841,670480667.16,2,1,241170717.5,5,1
15.27,0.3194444444444444,0.5448283023989493,938610360.0,2,0,299833865.0,2,1
6.99,0.0461538461538461,0.1518726036743158,1694713150.0,2,1,78217530.0,2,0
10.2,0.1739130434782608,0.3482635309298947,1799003190.0,2,1,312870120.0,3,1
7.51,0.1769230769230769,0.2503030671893038,1694713150.0,3,1,299833865.0,1,0
10.71,0.0372093023255813,0.0995364459048661,5605589650.0,2,1,208580080.0,5,0
13.49,0.2666666666666666,0.3865725235669052,1955438250.0,2,1,521450199.9999999,3,0
7.51,0.2429624664879356,0.4130035961869021,933604438.08,3,1,226830837.0,2,0
10.99,0.1333333333333333,0.2456015596123281,1173262950.0,2,1,156435060.0,0,0
9.63,0.0694444444444444,0.2539043371994436,938610360.0,3,1,65181274.99999999,1,0
7.88,0.0526315789473684,0.2261158471395354,2476888450.0,3,1,130362550.0,2,0
11.09,0.1043478260869565,0.1853881884705316,1199335460.0,2,0,125148048.0,0,0
12.87,0.2425,0.4719234334502331,2607251000.0,2,0,632258367.5,0,0
15.23,0.0763086941038815,0.145761664987024,1025014658.14,2,1,78217530.0,3,1
12.53,0.0357142857142857,0.2051439855876883,18250757000.0,3,0,651812750.0,5,0
7.9,0.3076923076923077,0.4112498053633628,677885260.0,2,1,208580080.0,0,1
10.99,0.1162790697674418,0.1837371475967708,2242235860.0,3,1,260725100.0,3,0
5.99,0.140625,0.2859492907411691,1668640640.0,3,1,234652590.0,1,0
10.99,0.1647136335827568,0.2699943280504523,2216059059.96,3,1,365015140.0,0,0
19.04,0.4123263888888889,0.57434167563683,600710630.4,2,0,247688845.0,3,1
8.32,0.1249843769528809,0.2630468299650168,834424610.04,2,1,104290040.0,3,0
10.62,0.2136752136752136,0.4140483217029306,2440386936.0,3,1,521450199.9999999,3,0
12.18,0.238095238095238,0.5218149819059986,2737613550.0,3,1,651812750.0,2,0
6.39,0.0902777777777777,0.3763400277027559,938610360.0,3,1,84735657.5,4,0
10.99,0.1458333333333333,0.3514344496438444,312870120.0,1,0,45626892.5,4,0
7.9,0.2208333333333333,0.2774615157636205,1564350600.0,1,1,345460757.5,4,0
13.49,0.125,0.3533698132690464,3128701200.0,3,0,391087650.0,3,0
11.86,0.0952380952380952,0.2684260796075784,1095045420.0,2,1,104290040.0,1,1
10.99,0.0361666666666666,0.1337090356250236,3910876500.0,1,0,141443366.75,0,0
7.29,0.2718579234972678,0.3929487673616268,954253866.0,3,1,259421474.5,4,0
12.21,0.21,0.2704493296673433,260725100.0,2,1,54752271.0,4,1
12.68,0.2738095238095238,0.457940648338666,2190090840.0,3,1,599667730.0,3,0
17.58,0.3333333333333333,0.393901072076355,782175300.0,2,1,260725100.0,5,1
10.99,0.2352941176470588,0.288998634275159,531879203.9999999,2,1,125148048.0,3,0
14.59,0.25,0.362071312410879,260725100.0,2,0,65181274.99999999,1,1
7.29,0.064,0.1658876134017307,2607251000.0,3,1,166864064.0,3,0
5.42,0.35125,0.4386199320345699,521450199.9999999,2,1,183159382.75,0,1
9.88,0.074074074074074,0.2601654031296223,2815831080.0,2,1,208580080.0,3,0
7.88,0.3333333333333333,0.6301423836905209,1564350600.0,3,1,521450199.9999999,4,0
10.37,0.2,0.459076854245389,1564350600.0,2,1,312870120.0,5,0
15.62,0.1111111111111111,0.3043447097992153,2346525900.0,2,0,260725100.0,0,0
10.99,0.225,0.4222152134886873,2085800800.0,2,1,469305180.0,2,0
13.72,0.07,0.242401200332496,3128701200.0,3,0,219009084.0,3,0
7.74,0.0879198171267803,0.3759252040099438,2075841101.18,3,1,182507570.0,2,0
10.0,0.1215,0.3447256572270785,1303625500.0,2,1,158390498.25,1,0
7.88,0.0944206008583691,0.2471214148104383,2429957932.0,2,1,229438088.0,4,0
17.49,0.234375,0.3108564185814881,1668640640.0,1,0,391087650.0,2,0
10.83,0.3454796712488181,0.5707611945434491,1433883759.96,3,1,495377689.9999999,5,0
11.12,0.0324324324324324,0.1993075514894266,4823414350.0,3,1,156435060.0,1,0
13.48,0.1778907242693773,0.409752263029242,2051906537.0,2,1,365015140.0,2,0
16.32,0.1388888888888889,0.1959839774173135,938610360.0,2,1,130362550.0,5,1
11.48,0.2222222222222222,0.4442887401380463,938610360.0,2,1,208580080.0,4,0
10.65,0.2,0.2629680617104918,1564350600.0,3,1,312870120.0,1,0
9.99,0.0857142857142857,0.3416608005035015,1825075700.0,2,1,156435060.0,2,0
6.91,0.1818181818181818,0.2644470155661785,2867976100.0,2,1,521450199.9999999,1,0
6.17,0.2,0.3118649925003497,2607251000.0,3,1,521450199.9999999,5,0
6.62,0.1777777777777777,0.3780542199427579,1877220720.0,3,1,333728128.0,1,0
8.9,0.0789473684210526,0.3204068487434296,1981510760.0,3,1,156435060.0,3,0
10.99,0.1578947368421052,0.4521608361696475,1981510760.0,2,1,312870120.0,3,0
13.85,0.1736842105263158,0.278462101915262,495377689.9999999,2,1,86039283.0,1,1
11.12,0.1126760563380281,0.1802434135728133,1851148210.0,2,1,208580080.0,4,0
12.53,0.2,0.399408854182975,677885260.0,2,1,135577052.0,5,0
6.99,0.0555555555555555,0.3360060026083575,657027252.0,2,1,36501514.0,0,0
10.75,0.2142857142857142,0.3255199730061418,1460060560.0,2,1,312870120.0,4,0
12.61,0.0842069807587048,0.3233141499531147,2476992740.04,2,0,208580080.0,2,0
8.49,0.1923076923076923,0.311343788439903,1355770520.0,3,1,260725100.0,2,0
9.32,0.2,0.4574130394255028,651812750.0,3,1,130362550.0,5,0
6.03,0.34,0.4530724454597392,651812750.0,2,1,221616335.0,2,1
15.65,0.1,0.153642376539944,782175300.0,1,0,78217530.0,5,0
16.77,0.2941176470588235,0.4820405800220294,1772930680.0,3,0,521450199.9999999,2,0
14.54,0.125764591550906,0.2260656257748266,1368259252.29,2,1,172078566.0,0,1
10.25,0.1632653061224489,0.3626827424965478,1277552990.0,3,1,208580080.0,2,1
9.63,0.3846153846153846,0.6270572834469642,1016827890.0,2,1,391087650.0,2,1
17.74,0.3692307692307692,0.5457549085822697,1694713150.0,3,0,625740240.0,1,0
12.53,0.4300688110097616,0.6284852237535045,651708459.9599999,2,0,280279482.5,0,1
11.86,0.2083333333333333,0.4723214015157929,1251480480.0,2,1,260725100.0,3,0
13.79,0.2592592592592592,0.5187114503149105,703957770.0,2,1,182507570.0,0,0
10.37,0.3508771929824561,0.4396232645583839,1040293149.0,2,1,365015140.0,3,1
6.99,0.0782652840583252,0.3723783250292336,2773306816.19,3,1,217053645.75,4,0
7.9,0.1926163723916533,0.4690236307622134,2923771271.4,2,1,563166216.0,5,0
11.71,0.1428534986352388,0.4183736182360897,2044136929.02,2,1,292012112.0,4,0
13.11,0.3410766961651917,0.4104705960700297,707086471.1999999,2,1,241170717.5,2,1
5.42,0.1578947368421052,0.3345918895278135,990755380.0,3,1,156435060.0,0,0
15.31,0.0786004056795131,0.1890498181966586,2570749486.0,3,0,202061952.5,5,1
7.88,0.1203007518796992,0.3188384437666371,1733821915.0,3,1,208580080.0,3,0
12.21,0.1545454545454545,0.2720602723952696,1433988050.0,3,1,221616335.0,1,0
11.11,0.0600024000960038,0.2639678494345814,2607146709.96,3,1,156435060.0,0,0
15.7,0.140302066772655,0.4121089241770029,1639960879.0,3,0,230089900.75,5,1
13.49,0.1777777777777777,0.3934895775863084,703957770.0,2,1,125148048.0,3,0
11.11,0.4605263157894737,0.6074500669782809,990755380.0,1,1,456268925.0,4,0
15.96,0.09,0.2672638060662506,1042900400.0,2,0,93861036.0,3,0
13.06,0.1590909090909091,0.3561219121663075,1147190440.0,3,1,182507570.0,3,0
11.36,0.0262421273617914,0.2057489783680568,1490304671.6,2,1,39108765.0,5,0
11.99,0.0681818181818181,0.1224417138854838,2294380880.0,3,1,156435060.0,1,1
10.99,0.144,0.2689297155273724,1303625500.0,2,1,187722072.0,3,0
15.65,0.043076923076923,0.1228842727810506,3389426300.0,3,1,146006056.0,2,0
5.79,0.1,0.3596779902016632,1694713150.0,3,1,169471315.0,4,0
11.48,0.3925417075564278,0.5807424207347095,1328394384.5,2,1,521450199.9999999,1,1
11.36,0.1412429378531073,0.2735312137130917,1845933708.0,2,1,260725100.0,4,0
10.99,0.2724358974358974,0.4821929948022119,1016827890.0,2,1,277020418.75,0,0
12.84,0.3272727272727272,0.4577521296125393,1433988050.0,2,1,469305180.0,2,1
10.99,0.135593220338983,0.3511265279773615,1845933708.0,3,1,250296096.0,2,0
7.29,0.0857142857142857,0.1475391623647279,1825075700.0,2,1,156435060.0,4,0
6.92,0.136,0.2402768792122275,1303625500.0,3,1,177293068.0,4,0
15.31,0.1522997258604934,0.2187332920465222,1027152603.96,2,0,156435060.0,4,1
10.99,0.1078947368421052,0.364380540722902,990755380.0,2,1,106897291.0,5,1
7.51,0.0359738110655442,0.2908429891605395,1449527265.96,3,1,52145020.0,5,0
11.48,0.1941747572815534,0.4432909609973771,1074187412.0,1,1,208580080.0,0,0
10.99,0.069047619047619,0.2452718892312055,2737613550.0,2,0,189025697.5,4,0
10.99,0.1935483870967742,0.2530049731403093,1616495620.0,3,1,312870120.0,0,0
14.11,0.0143383565375736,0.2206670441021536,1818375064.93,3,1,26072510.0,0,0
10.99,0.2083333333333333,0.2678107435467105,625740240.0,2,1,130362550.0,2,0
9.88,0.0714285714285714,0.1330512160980245,1825075700.0,3,1,130362550.0,2,0
16.29,0.0490196078431372,0.2418766094390921,6382550448.0,3,0,312870120.0,5,1
14.91,0.3230272265805261,0.4430938101711318,2824956458.5,2,1,912537850.0,0,1
6.03,0.16,0.4244401747373431,1955438250.0,2,1,312870120.0,2,0
12.73,0.1111111111111111,0.2231343679853499,1173262950.0,2,0,130362550.0,5,1
18.79,0.0555555555555555,0.3266346953931143,1877220720.0,2,1,104290040.0,1,0
16.35,0.2035830618892508,0.3324108983322659,2561363382.4,3,1,521450199.9999999,0,0
13.98,0.0769289945380413,0.3575506387050897,1355666229.96,2,0,104290040.0,0,0
7.14,0.0934579439252336,0.305705575245419,2789758570.0,3,1,260725100.0,4,0
9.91,0.1283018867924528,0.2188348456625682,1381843030.0,2,1,177293068.0,2,0
10.38,0.1979166666666666,0.4872400506285386,625740240.0,2,1,123844422.5,5,0
10.65,0.1726618705035971,0.2799732697740609,1812039445.0,2,1,312870120.0,0,0
16.77,0.2222222222222222,0.3632406339780915,1407915540.0,2,1,312870120.0,0,1
14.09,0.0794912559618442,0.1907565082763503,3279921758.0,3,1,260725100.0,5,1
8.0,0.0571461226355791,0.1615460108146523,1824971409.96,3,1,104290040.0,4,0
10.62,0.1851851851851851,0.4818351151087829,563166216.0,1,1,104290040.0,1,0
10.99,0.1383458646616541,0.4229212491241975,1733821915.0,3,1,239867092.0,2,0
10.99,0.25,0.3531973647875738,1564350600.0,2,1,391087650.0,5,0
10.99,0.1299241243114021,0.2138251667178589,4013497899.36,1,1,521450199.9999999,0,0
11.99,0.0615384615384615,0.2140424358661058,3389426300.0,2,1,208580080.0,5,0
9.88,0.1428571428571428,0.2880157093266202,1825075700.0,3,1,260725100.0,4,0
11.14,0.0709219858156028,0.3449493975971527,1838111955.0,2,1,130362550.0,4,0
8.9,0.0483870967741935,0.1553108995112944,1616495620.0,2,1,78217530.0,2,0
15.99,0.2133333333333333,0.4756404323037322,782175300.0,2,1,166864064.0,0,1
15.62,0.0704225352112676,0.2651807637038987,925574105.0,2,1,65181274.99999999,5,1
11.22,0.3333333333333333,0.5148794317293451,782175300.0,3,0,260725100.0,1,0
11.49,0.2083333333333333,0.4933501698890937,1564350600.0,3,1,325906375.0,2,0
7.49,0.1795977011494252,0.3214097620495447,907323348.0,3,1,162953187.5,0,0
12.8,0.1893939393939394,0.3106477154131897,1376628528.0,2,0,260725100.0,4,1
19.47,0.1333333333333333,0.204859135598183,3910876500.0,2,1,521450199.9999999,0,0
5.42,0.0619718309859154,0.2720619315692507,1851148210.0,3,1,114719044.0,3,0
7.9,0.0146284376828554,0.1297501237164237,2673475175.4,3,1,39108765.0,1,0
9.25,0.1723900151703213,0.2830201344754392,756207080.04,3,1,130362550.0,4,0
14.74,0.096696212731668,0.276252222505889,1617799245.5,3,1,156435060.0,5,1
11.36,0.4,0.6746166422021868,651812750.0,2,1,260725100.0,4,1
9.99,0.0694168980563268,0.2031607262745168,2629151908.4,2,1,182507570.0,3,0
9.76,0.196499685600503,0.4768434585161407,995135561.68,2,1,195543825.0,0,0
10.99,0.1693548387096774,0.3363995384753404,1293196496.0,2,0,219009084.0,4,1
8.49,0.2109375,0.3612556982939779,750888288.0,3,1,158390498.25,3,0
10.99,0.0648148148148148,0.2234716149356151,2815831080.0,2,1,182507570.0,0,0
15.2,0.3333333333333333,0.5934025222340115,1955438250.0,2,1,651812750.0,0,1
10.99,0.0837029306896251,0.3295132639910604,1199231169.96,1,1,100379163.5,1,0
12.98,0.1328285847114299,0.3877192795756459,1570295132.28,2,0,208580080.0,5,0
10.99,0.131578947368421,0.3798387762620451,990755380.0,3,1,130362550.0,1,0
9.99,0.0769230769230769,0.1750224876995977,2033655780.0,2,1,156435060.0,5,0
12.61,0.0666666666666666,0.2070256424943939,3128701200.0,3,1,208580080.0,0,0
13.72,0.125012501250125,0.2265138914789899,1042796109.96,2,1,130362550.0,3,0
10.99,0.1181818181818181,0.3610688487463261,1433988050.0,3,1,169471315.0,1,0
10.25,0.4054054054054054,0.5542645231100257,964682870.0,2,1,391087650.0,2,1
12.87,0.1157407407407407,0.386292561322988,1126332432.0,2,0,130362550.0,5,0
13.23,0.0888888888888888,0.2145031397210482,1173262950.0,2,0,104290040.0,0,0
13.48,0.2222222222222222,0.3906205033218529,1407915540.0,3,1,312870120.0,1,1
7.49,0.1128472222222222,0.2309152624770201,1501776576.0,1,1,169471315.0,4,0
9.07,0.0515729757607013,0.3239526256859441,1516637906.7,2,1,78217530.0,2,1
15.99,0.14,0.2719563656631672,782175300.0,2,1,109504542.0,5,0
9.63,0.5,0.695388163179107,782175300.0,3,1,391087650.0,3,0
11.36,0.0350877192982456,0.1577315237649297,1486133070.0,2,1,52145020.0,5,0
16.35,0.2543720190779014,0.520867368490671,1639960879.0,2,1,417160160.0,5,1
11.48,0.2552083333333333,0.3171266154283031,1001184384.0,2,1,255510598.0,0,0
10.74,0.1368421052631579,0.3082861528621669,990755380.0,2,1,135577052.0,3,0
5.42,0.0590277777777777,0.1111072724348802,1877220720.0,3,1,110808167.5,3,0
11.11,0.09125,0.1474796443042939,2607251000.0,3,1,237911653.75,0,0
10.75,0.4528301886792453,0.7400760087438994,829105818.0,2,1,375444144.0,4,1
8.94,0.048,0.2397797484730839,977719125.0,2,1,46930518.0,3,0
7.9,0.1114285714285714,0.3870963345176239,1825075700.0,2,1,203365578.0,2,0
12.73,0.2440299808262158,0.4336456246881197,747889949.3499999,2,1,182507570.0,3,0
8.9,0.3333333333333333,0.5263431431784127,782175300.0,2,1,260725100.0,0,1
13.72,0.1875,0.3127932630499138,2085800800.0,2,0,391087650.0,5,0
6.03,0.0352941176470588,0.2458924711630674,2216163350.0,3,1,78217530.0,2,0
17.14,0.2222222222222222,0.3644632016941533,1877220720.0,1,0,417160160.0,4,0
11.83,0.1535714285714285,0.3432339979712883,3650151400.0,1,1,560558965.0,4,0
6.39,0.0375600961538461,0.1865757973480057,1735386265.6,3,1,65181274.99999999,3,0
13.22,0.1136363636363636,0.2482508465210518,1147190440.0,2,0,130362550.0,5,1
10.99,0.24,0.5129602633691418,2607251000.0,3,1,625740240.0,2,0
10.0,0.0793650793650793,0.2385529058926744,1642568130.0,2,1,130362550.0,3,0
14.18,0.3097893432465923,0.5580145465185793,1346592996.48,2,1,417160160.0,4,1
10.39,0.25,0.4074106706687811,521450199.9999999,2,1,130362550.0,3,0
7.29,0.0685714285714285,0.2265248527139743,912537850.0,2,1,62574023.99999999,3,1
11.11,0.1510416666666666,0.3244153669070115,625740240.0,2,1,94512848.75,1,1
8.94,0.2777777777777778,0.4197053221903574,1126332432.0,2,1,312870120.0,4,0
10.99,0.0718003949021719,0.2051672207906986,1161999625.68,2,1,83432032.0,0,0
13.11,0.2162162162162162,0.3052711327368656,1929365740.0,2,0,417160160.0,1,1
11.66,0.2222222222222222,0.4968504277749096,703957770.0,2,0,156435060.0,2,0
7.9,0.0980392156862745,0.2990827510296241,531879203.9999999,2,1,52145020.0,1,1
11.12,0.0180722891566265,0.1342817942202039,2164018330.0,3,1,39108765.0,2,0
8.88,0.2318965517241379,0.4288671388564176,756102790.0,2,1,175337629.75,0,0
12.23,0.4375,0.5904638512961868,834320320.0,2,1,365015140.0,2,1
7.51,0.16,0.227023917461497,1955438250.0,1,1,312870120.0,1,0
11.99,0.2222222222222222,0.4926969974878328,2346525900.0,2,1,521450199.9999999,3,0
16.29,0.1830808080808081,0.2796164722139301,516235697.9999999,2,1,94512848.75,5,1
10.99,0.2,0.4875742589721287,1303625500.0,2,1,260725100.0,5,0
6.91,0.2624671916010498,0.5571681091509745,1986725262.0,3,1,521450199.9999999,2,0
9.91,0.2816358024691358,0.3457072946634382,337899729.6,3,1,95164661.5,1,1
16.29,0.0578703703703703,0.1243858947904879,450532972.8,1,0,26072510.0,4,0
11.48,0.5588235294117647,0.7238608474473907,886465340.0,3,1,495377689.9999999,3,0
7.29,0.09375,0.284704182185019,1668640640.0,3,1,156435060.0,0,0
10.99,0.0929203539823008,0.2969785462535458,2946193630.0,3,1,273761355.0,4,0
15.31,0.2153846153846154,0.3595168874136286,1694713150.0,3,0,365015140.0,4,0
7.9,0.1935483870967742,0.3834565818743876,1616495620.0,3,1,312870120.0,0,0
5.42,0.3773584905660377,0.5191644886998276,829105818.0,2,1,312870120.0,3,1
10.99,0.5198275862068965,0.6334581500874066,756102790.0,2,1,393043088.25,1,1
14.61,0.0961538461538461,0.2980110729512559,4067311560.0,3,1,391087650.0,2,0
11.71,0.168,0.3993620691320285,3259063750.0,3,1,547522710.0,4,0
5.99,0.137890625,0.3035108226777399,1668640640.0,3,1,230089900.75,0,0
5.42,0.0889770185072198,0.3071843415495729,1025588253.36,2,1,91253785.0,4,0
17.93,0.1034482758620689,0.3981551612669252,2268308370.0,3,0,234652590.0,4,0
10.99,0.234375,0.3389163593945696,834320320.0,3,0,195543825.0,5,0
5.79,0.0470588235294117,0.3333358877616262,2216163350.0,3,1,104290040.0,2,0
12.42,0.0307692307692307,0.2597754157091041,2033655780.0,3,1,62574023.99999999,2,0
16.7,0.171875,0.3310339010078444,2085800800.0,2,1,358497012.5,2,0
11.89,0.0857142857142857,0.2762551099181399,1825075700.0,2,1,156435060.0,2,0
10.99,0.166,0.3324344024231893,1303625500.0,1,1,216401833.0,2,0
11.48,0.2857142857142857,0.3533916615910145,1825075700.0,2,1,521450199.9999999,0,0
10.65,0.0694444444444444,0.3194740754184516,1689498648.0,3,1,117326295.0,2,0
6.03,0.148,0.4167278216582284,1955438250.0,2,1,289404861.0,1,0
10.99,0.08,0.3726578384431689,1564350600.0,3,1,125148048.0,3,0
11.34,0.0666666666666666,0.3476853181386065,469305180.0,3,0,31287012.0,4,0
8.0,0.3451676528599605,0.4065919800569715,528750502.8,3,1,182507570.0,1,0
11.99,0.0763888888888889,0.3537764620065909,375444144.0,2,1,28679761.0,2,0
12.29,0.4085106382978723,0.5602788624002296,1225407970.0,2,0,500592191.9999999,3,1
6.92,0.2432432432432432,0.4872853435040723,964682870.0,2,1,234652590.0,5,0
17.27,0.2133361778157042,0.496781494313874,1955412177.49,2,0,417160160.0,1,0
11.83,0.2400384061449832,0.3587806600689626,651708459.9599999,2,1,156435060.0,2,0
16.49,0.1983471074380165,0.3055824484001693,1577386855.0,2,1,312870120.0,2,0
13.06,0.0572916666666666,0.2833482040819942,1001184384.0,2,0,57359522.0,2,0
11.49,0.128,0.2348276986929291,1629531875.0,3,1,208580080.0,5,0
10.38,0.4007633587786259,0.5852533670055284,1366199524.0,3,1,547522710.0,1,0
14.35,0.2,0.31663178784198,782175300.0,3,0,156435060.0,1,0
15.99,0.109090909090909,0.2718492962921574,2867976100.0,3,1,312870120.0,3,1
7.49,0.09,0.2325297321935138,1042900400.0,3,1,93861036.0,5,0
7.14,0.0940132370637785,0.1494550032331774,693320185.92,2,1,65181274.99999999,0,1
5.79,0.0729905696184053,0.3094730119886691,3572038160.04,3,1,260725100.0,3,0
13.48,0.1418439716312056,0.3221911365578478,2940979128.0,3,0,417160160.0,2,1
6.62,0.2222222222222222,0.508310900863267,1173262950.0,2,1,260725100.0,2,0
13.98,0.0493827160493827,0.11966011897015,844749324.0,2,1,41716016.0,2,1
10.36,0.5,0.6471453283241289,625740240.0,2,1,312870120.0,0,1
11.83,0.1052686983525448,0.1691609904381673,1981406469.96,1,1,208580080.0,4,0
12.42,0.4097222222222222,0.7055349447823653,375444144.0,2,1,153827809.0,2,1
13.98,0.1,0.327399873783951,782175300.0,2,0,78217530.0,3,1
12.23,0.1116071428571428,0.3356096085537935,700829068.8,2,0,78217530.0,3,0
10.99,0.0833333333333333,0.2475062443515036,938610360.0,2,1,78217530.0,0,1
13.61,0.1643835616438356,0.3390647305545595,951646615.0,2,1,156435060.0,5,0
13.92,0.0746666666666666,0.2236202214722917,5866314750.0,3,0,438018168.0,0,0
17.49,0.3125,0.5764924289808293,1251480480.0,2,0,391087650.0,0,1
15.68,0.175,0.2475518812137682,1564350600.0,3,1,273761355.0,2,0
12.18,0.4146366746138696,0.4990844347303955,1257607519.85,3,1,521450199.9999999,4,0
7.88,0.1707400360993219,0.3236891136422206,2137841529.96,3,1,365015140.0,2,0
6.54,0.28,0.445536239144883,1564350600.0,2,1,438018168.0,2,0
10.99,0.1910828025477707,0.2467816490588873,2046692035.0,2,1,391087650.0,2,1
13.23,0.1458966565349544,0.4369438940025797,857785579.0,2,0,125148048.0,1,1
13.49,0.4413461538461538,0.5309539114069779,1355770520.0,2,1,598364104.5,4,1
6.17,0.2604166666666667,0.5376525841283945,1001184384.0,1,1,260725100.0,0,0
13.3,0.2407076805809078,0.3841140017355122,1299792841.03,3,0,312870120.0,2,0
10.25,0.3448275862068966,0.4344482823785819,1512205580.0,2,1,521450199.9999999,3,1
13.8,0.0542372881355932,0.2984957775277482,1538278090.0,2,1,83432032.0,5,1
15.65,0.3676470588235294,0.471600430107095,1772930680.0,3,1,651812750.0,5,1
8.9,0.1049562682215743,0.3470293396418529,4471435465.0,2,1,469305180.0,3,0
7.9,0.2121212121212121,0.3999665368603545,860392830.0,2,1,182507570.0,2,1
13.98,0.1846153846153846,0.331216854701764,1694713150.0,2,1,312870120.0,2,0
12.53,0.1842842400117942,0.4218890731821134,3536996706.6,2,1,651812750.0,3,0
7.49,0.1944444444444444,0.3143779719632665,938610360.0,3,1,182507570.0,0,0
11.14,0.3748828491096532,0.4684556122929946,556387363.4,2,1,208580080.0,3,1
7.4,0.032258064516129,0.2540283587259802,808247810.0,1,1,26072510.0,1,0
7.88,0.375,0.4929239540727775,834320320.0,2,1,312870120.0,3,1
10.99,0.0679024920214571,0.2548185303466468,2687788983.39,3,1,182507570.0,2,0
11.99,0.1519736842105263,0.4130670151177201,2972266140.0,3,1,451706235.75,2,0
10.36,0.32,0.6147667598849291,912537850.0,2,1,292012112.0,5,1
10.62,0.4444444444444444,0.5617435778033595,1173262950.0,1,1,521450199.9999999,4,0
10.39,0.1333333333333333,0.4189081782499923,782175300.0,2,1,104290040.0,5,0
6.17,0.125,0.1886957441850068,938610360.0,2,1,117326295.0,2,0
11.11,0.1166666666666666,0.3861904971686778,1564350600.0,1,1,182507570.0,4,0
7.88,0.06,0.1297768542901856,2085800800.0,2,1,125148048.0,1,0
7.29,0.131578947368421,0.2369113776777875,990755380.0,2,1,130362550.0,2,0
6.91,0.1785714285714285,0.3425022158939335,1460060560.0,3,1,260725100.0,1,1
13.98,0.0529279279279279,0.3331647394542455,1157619444.0,2,0,61270398.49999999,2,0
12.41,0.2285714285714285,0.3185876808139107,912537850.0,2,1,208580080.0,4,0
10.99,0.28,0.5785735025934682,651812750.0,3,1,182507570.0,3,0
15.99,0.1102292768959435,0.2642938751733363,1182649053.6,2,1,130362550.0,0,0
12.42,0.1875,0.4211234290311708,1251480480.0,3,1,234652590.0,1,0
8.32,0.1249843769528809,0.3434742321963505,834424610.04,2,1,104290040.0,0,0
7.9,0.0875,0.1884237816096239,1042900400.0,2,1,91253785.0,2,0
12.23,0.1259763164525069,0.4021432632405529,2069635843.8,3,0,260725100.0,2,0
11.89,0.0525,0.2702501951948649,4171601600.0,2,1,219009084.0,4,0
10.25,0.3225806451612903,0.3950984201488925,1616495620.0,3,1,521450199.9999999,2,0
9.25,0.1041666666666666,0.3603206860847368,1251480480.0,2,1,130362550.0,3,0
10.99,0.0827140384811157,0.2995784128998409,1024441062.92,3,1,84735657.5,0,1
13.43,0.2631578947368421,0.3948155805597432,1486133070.0,2,0,391087650.0,5,0
14.54,0.1666666666666666,0.2378845171071365,860392830.0,2,0,143398805.0,0,0
15.2,0.2489361702127659,0.4618561465519724,612703985.0,2,1,152524183.5,0,0
10.99,0.0727272727272727,0.3433278636590399,2867976100.0,1,1,208580080.0,4,0
10.0,0.2,0.4145862179204427,1772930680.0,2,1,354586136.0,3,0
12.18,0.0923076923076923,0.3873148588207066,6100967340.0,3,1,563166216.0,1,0
15.95,0.1142857142857142,0.3607484845172769,1825075700.0,1,0,208580080.0,4,0
6.54,0.2,0.2803132229576259,782175300.0,2,1,156435060.0,3,0
14.27,0.2830188679245283,0.5614823823638987,1381843030.0,2,0,391087650.0,2,0
7.49,0.1145833333333333,0.3931654453227379,1251480480.0,2,1,143398805.0,5,0
10.37,0.3854166666666667,0.4669506179633276,375444144.0,1,1,144702430.5,3,1
10.99,0.0887681159420289,0.1778249206642222,2878405104.0,3,0,255510598.0,0,0
14.27,0.15,0.3007344258531245,1251480480.0,2,0,187722072.0,0,0
7.49,0.07,0.2766107580840869,1042900400.0,2,1,73003028.0,2,0
16.77,0.3076923076923077,0.6033397597456504,1694713150.0,3,0,521450199.9999999,4,0
